lens_id,label,value,category
sony_fe_85mm_1p4_gm,Full time manual,Yes,Focus
sony_fe_85mm_1p4_gm,Focus method,Internal,Focus
sony_fe_85mm_1p4_gm,Distance scale,No,Focus
sony_fe_85mm_1p4_gm,DoF scale,No,Focus
sony_fe_85mm_1p4_gm,Focus distance limiter,No,Focus
sony_fe_85mm_1p4_gm,Weight,820 g (1.81 lb),Physical
sony_fe_85mm_1p4_gm,Diameter,90 mm (3.52″),Physical
sony_fe_85mm_1p4_gm,Length,108 mm (4.23″),Physical
sony_fe_85mm_1p4_gm,Sealing,Yes,Physical
sony_fe_85mm_1p4_gm,Colour,Black,Physical
sony_fe_85mm_1p4_gm,Filter thread,77.0 mm,Physical
sony_fe_85mm_1p4_gm,Hood supplied,Yes,Physical
sony_fe_85mm_1p4_gm,Hood product code,ALC-SH142,Physical
sony_fe_70-200_2p8_gm_oss,Lens type,Zoom lens,Principal specifications
sony_fe_70-200_2p8_gm_oss,Max Format size,35mm FF,Principal specifications
sony_fe_70-200_2p8_gm_oss,Focal length,70–200 mm,Principal specifications
sony_fe_70-200_2p8_gm_oss,Image stabilization,Yes,Principal specifications
sony_fe_70-200_2p8_gm_oss,Lens mount,Sony FE,Principal specifications
sony_fe_70-200_2p8_gm_oss,Maximum aperture,F2.8,Aperture
sony_fe_70-200_2p8_gm_oss,Minimum aperture,F22,Aperture
sony_fe_70-200_2p8_gm_oss,Aperture ring,No,Aperture
sony_fe_70-200_2p8_gm_oss,Number of diaphragm blades,11,Aperture
sony_fe_70-200_2p8_gm_oss,Elements,32,Optics
sony_fe_70-200_2p8_gm_oss,Groups,18,Optics
sony_fe_70-200_2p8_gm_oss,Special elements / coatings,One double-side aspherical and one extreme aspherical element + Nano AR coating,Optics
sony_fe_70-200_2p8_gm_oss,Minimum focus,0.96 m (37.8″),Focus
sony_fe_70-200_2p8_gm_oss,Maximum magnification,0.25×,Focus
sony_fe_70-200_2p8_gm_oss,Autofocus,Yes,Focus
sony_fe_70-200_2p8_gm_oss,Motor type,Ring-type ultrasonic,Focus
sony_fe_70-200_2p8_gm_oss,Full time manual,Yes,Focus
sony_fe_70-200_2p8_gm_oss,Focus method,Internal,Focus
sony_fe_70-200_2p8_gm_oss,Distance scale,No,Focus
sony_fe_70-200_2p8_gm_oss,DoF scale,No,Focus
sony_fe_70-200_2p8_gm_oss,Focus distance limiter,Yes,Focus
sony_fe_70-200_2p8_gm_oss,Weight,1480 g (3.26 lb),Physical
sony_fe_70-200_2p8_gm_oss,Diameter,88 mm (3.46″),Physical
sony_fe_70-200_2p8_gm_oss,Length,200 mm (7.87″),Physical
sony_fe_70-200_2p8_gm_oss,Sealing,Yes,Physical
sony_fe_70-200_2p8_gm_oss,Colour,Gray,Physical
sony_fe_70-200_2p8_gm_oss,Zoom method,Rotary (extending),Physical
sony_fe_70-200_2p8_gm_oss,Power zoom,No,Physical
sony_fe_70-200_2p8_gm_oss,Zoom lock,Yes,Physical
sony_fe_70-200_2p8_gm_oss,Filter thread,77.0 mm,Physical
sony_fe_70-200_2p8_gm_oss,Hood supplied,Yes,Physical
sony_fe_70-200_2p8_gm_oss,Hood product code,ALC-SH145,Physical
sony_fe_70-200_2p8_gm_oss,Tripod collar,Yes,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Lens type,Zoom lens,Principal specifications
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Max Format size,APS-C / DX,Principal specifications
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Focal length,100–400 mm,Principal specifications
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Image stabilization,Yes (5 stops),Principal specifications
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Lens mount,Fujifilm X,Principal specifications
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Maximum aperture,F4.5–5.6,Aperture
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Minimum aperture,F22,Aperture
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Aperture ring,No,Aperture
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Number of diaphragm blades,9,Aperture
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Elements,21,Optics
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Groups,14,Optics
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Special elements / coatings,Five ED and 1 Super ED element + fluorine coating,Optics
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Minimum focus,1.75 m (68.9″),Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Maximum magnification,0.19×,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Autofocus,Yes,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Motor type,Linear Motor,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Full time manual,Yes,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Focus method,Extending front,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Distance scale,No,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,DoF scale,No,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Focus distance limiter,Yes,Focus
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Weight,1375 g (3.03 lb),Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Diameter,95 mm (3.73″),Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Length,211 mm (8.29″),Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Sealing,Yes,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Zoom method,Rotary (extending),Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Power zoom,No,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Zoom lock,Yes,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Filter thread,82.0 mm,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Hood supplied,Yes,Physical
fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr,Tripod collar,Yes,Physical
olympus_m_300_4_is_pro,Lens type,Prime lens,Principal specifications
olympus_m_300_4_is_pro,Max Format size,FourThirds,Principal specifications
olympus_m_300_4_is_pro,Focal length,300 mm,Principal specifications
olympus_m_300_4_is_pro,Image stabilization,Yes (4 stops (6 stops with E-M1 and E-M5 II)),Principal specifications
olympus_m_300_4_is_pro,Lens mount,Micro Four Thirds,Principal specifications
olympus_m_300_4_is_pro,Maximum aperture,F4,Aperture
olympus_m_300_4_is_pro,Minimum aperture,F22,Aperture
olympus_m_300_4_is_pro,Aperture ring,No,Aperture
olympus_m_300_4_is_pro,Number of diaphragm blades,9,Aperture
olympus_m_300_4_is_pro,Elements,17,Optics
olympus_m_300_4_is_pro,Groups,10,Optics
olympus_m_300_4_is_pro,Special elements / coatings,"Three super ED, one extra-high refractive, three high refractive elements + ZERO nano coating",Optics
olympus_m_300_4_is_pro,Minimum focus,1.40 m (55.12″),Focus
olympus_m_300_4_is_pro,Maximum magnification,0.24×,Focus
olympus_m_300_4_is_pro,Autofocus,Yes,Focus
olympus_m_300_4_is_pro,Motor type,Micro-type ultrasonic,Focus
olympus_m_300_4_is_pro,Full time manual,Yes,Focus
olympus_m_300_4_is_pro,Focus method,Internal,Focus
olympus_m_300_4_is_pro,Distance scale,No,Focus
olympus_m_300_4_is_pro,DoF scale,No,Focus
olympus_m_300_4_is_pro,Focus distance limiter,Yes,Focus
olympus_m_300_4_is_pro,Weight,1270 g (2.80 lb),Physical
olympus_m_300_4_is_pro,Diameter,93 mm (3.64″),Physical
olympus_m_300_4_is_pro,Length,227 mm (8.94″),Physical
olympus_m_300_4_is_pro,Sealing,Yes,Physical
olympus_m_300_4_is_pro,Colour,Black,Physical
olympus_m_300_4_is_pro,Zoom method,Rotary (extending),Physical
olympus_m_300_4_is_pro,Power zoom,No,Physical
olympus_m_300_4_is_pro,Filter thread,77.0 mm,Physical
olympus_m_300_4_is_pro,Hood supplied,Yes,Physical
olympus_m_300_4_is_pro,Tripod collar,Yes,Physical
panasonic_100-400_4p0-6p3_asph,Lens type,Zoom lens,Principal specifications
panasonic_100-400_4p0-6p3_asph,Max Format size,FourThirds,Principal specifications
panasonic_100-400_4p0-6p3_asph,Focal length,100–400 mm,Principal specifications
panasonic_100-400_4p0-6p3_asph,Image stabilization,Yes,Principal specifications
panasonic_100-400_4p0-6p3_asph,Lens mount,Micro Four Thirds,Principal specifications
panasonic_100-400_4p0-6p3_asph,Maximum aperture,F4–6.3,Aperture
panasonic_100-400_4p0-6p3_asph,Minimum aperture,F22,Aperture
panasonic_100-400_4p0-6p3_asph,Aperture ring,No,Aperture
panasonic_100-400_4p0-6p3_asph,Number of diaphragm blades,9,Aperture
panasonic_100-400_4p0-6p3_asph,Aperture notes,Circular blades,Aperture
panasonic_100-400_4p0-6p3_asph,Elements,20,Optics
panasonic_100-400_4p0-6p3_asph,Groups,13,Optics
panasonic_100-400_4p0-6p3_asph,Special elements / coatings,"1 aspherical ED, 1 UED, 2 ED elements",Optics
panasonic_100-400_4p0-6p3_asph,Minimum focus,1.30 m (51.18″),Focus
panasonic_100-400_4p0-6p3_asph,Maximum magnification,0.25×,Focus
panasonic_100-400_4p0-6p3_asph,Autofocus,Yes,Focus
panasonic_100-400_4p0-6p3_asph,Motor type,Micromotor,Focus
panasonic_100-400_4p0-6p3_asph,Full time manual,Yes,Focus
panasonic_100-400_4p0-6p3_asph,Focus method,Extending front,Focus
panasonic_100-400_4p0-6p3_asph,Distance scale,No,Focus
panasonic_100-400_4p0-6p3_asph,DoF scale,No,Focus
panasonic_100-400_4p0-6p3_asph,Focus distance limiter,Yes,Focus
panasonic_100-400_4p0-6p3_asph,Weight,985 g (2.17 lb),Physical
panasonic_100-400_4p0-6p3_asph,Diameter,83 mm (3.27″),Physical
panasonic_100-400_4p0-6p3_asph,Length,172 mm (6.75″),Physical
panasonic_100-400_4p0-6p3_asph,Sealing,Yes,Physical
panasonic_100-400_4p0-6p3_asph,Colour,Black,Physical
panasonic_100-400_4p0-6p3_asph,Zoom method,Rotary (extending),Physical
panasonic_100-400_4p0-6p3_asph,Power zoom,No,Physical
panasonic_100-400_4p0-6p3_asph,Zoom lock,Yes,Physical
panasonic_100-400_4p0-6p3_asph,Filter thread,72.0 mm,Physical
panasonic_100-400_4p0-6p3_asph,Hood supplied,Yes,Physical
panasonic_100-400_4p0-6p3_asph,Tripod collar,Yes,Physical
nikon_af-p_18-55_3p5-5p6,Lens type,Zoom lens,Principal specifications
nikon_af-p_18-55_3p5-5p6,Max Format size,APS-C / DX,Principal specifications
nikon_af-p_18-55_3p5-5p6,Focal length,18–55 mm,Principal specifications
nikon_af-p_18-55_3p5-5p6,Image stabilization,No,Principal specifications
nikon_af-p_18-55_3p5-5p6,Lens mount,Nikon F (DX),Principal specifications
nikon_af-p_18-55_3p5-5p6,Maximum aperture,F3.5–5.6,Aperture
nikon_af-p_18-55_3p5-5p6,Minimum aperture,F22–38,Aperture
nikon_af-p_18-55_3p5-5p6,Aperture ring,No,Aperture
nikon_af-p_18-55_3p5-5p6,Number of diaphragm blades,7,Aperture
nikon_af-p_18-55_3p5-5p6,Elements,12,Optics
nikon_af-p_18-55_3p5-5p6,Groups,9,Optics
nikon_af-p_18-55_3p5-5p6,Special elements / coatings,Two aspherical elements + super integrated coating,Optics
nikon_af-p_18-55_3p5-5p6,Minimum focus,0.25 m (9.84″),Focus
nikon_af-p_18-55_3p5-5p6,Maximum magnification,0.38×,Focus
nikon_af-p_18-55_3p5-5p6,Autofocus,Yes,Focus
nikon_af-p_18-55_3p5-5p6,Motor type,Stepper motor,Focus
nikon_af-p_18-55_3p5-5p6,Full time manual,Yes,Focus
nikon_af-p_18-55_3p5-5p6,Focus method,Internal,Focus
nikon_af-p_18-55_3p5-5p6,Distance scale,No,Focus
nikon_af-p_18-55_3p5-5p6,DoF scale,No,Focus
nikon_af-p_18-55_3p5-5p6,Weight,195 g (0.43 lb),Physical
nikon_af-p_18-55_3p5-5p6,Diameter,65 mm (2.54″),Physical
nikon_af-p_18-55_3p5-5p6,Length,63 mm (2.46″),Physical
nikon_af-p_18-55_3p5-5p6,Materials,Composite,Physical
nikon_af-p_18-55_3p5-5p6,Sealing,No,Physical
nikon_af-p_18-55_3p5-5p6,Colour,Black,Physical
nikon_af-p_18-55_3p5-5p6,Zoom method,Rotary (extending),Physical
nikon_af-p_18-55_3p5-5p6,Power zoom,No,Physical
nikon_af-p_18-55_3p5-5p6,Zoom lock,No,Physical
nikon_af-p_18-55_3p5-5p6,Filter thread,55.0 mm,Physical
nikon_af-p_18-55_3p5-5p6,Hood supplied,No,Physical
nikon_af-p_18-55_3p5-5p6,Hood product code,HB-N106,Physical
nikon_af-p_18-55_3p5-5p6,Tripod collar,No,Physical
nikon_af-p_18-55_3p5-5p6_vr,Lens type,Zoom lens,Principal specifications
nikon_af-p_18-55_3p5-5p6_vr,Max Format size,APS-C / DX,Principal specifications
nikon_af-p_18-55_3p5-5p6_vr,Focal length,18–55 mm,Principal specifications
nikon_af-p_18-55_3p5-5p6_vr,Image stabilization,Yes (4 stops),Principal specifications
nikon_af-p_18-55_3p5-5p6_vr,Lens mount,Nikon F (DX),Principal specifications
nikon_af-p_18-55_3p5-5p6_vr,Maximum aperture,F3.5–5.6,Aperture
nikon_af-p_18-55_3p5-5p6_vr,Minimum aperture,F22–38,Aperture
nikon_af-p_18-55_3p5-5p6_vr,Aperture ring,No,Aperture
nikon_af-p_18-55_3p5-5p6_vr,Number of diaphragm blades,7,Aperture
nikon_af-p_18-55_3p5-5p6_vr,Elements,12,Optics
nikon_af-p_18-55_3p5-5p6_vr,Groups,9,Optics
nikon_af-p_18-55_3p5-5p6_vr,Special elements / coatings,Two aspherical elements + super integrated coating,Optics
nikon_af-p_18-55_3p5-5p6_vr,Minimum focus,0.25 m (9.84″),Focus
nikon_af-p_18-55_3p5-5p6_vr,Maximum magnification,0.38×,Focus
nikon_af-p_18-55_3p5-5p6_vr,Autofocus,Yes,Focus
nikon_af-p_18-55_3p5-5p6_vr,Motor type,Stepper motor,Focus
nikon_af-p_18-55_3p5-5p6_vr,Full time manual,Yes,Focus
nikon_af-p_18-55_3p5-5p6_vr,Focus method,Internal,Focus
nikon_af-p_18-55_3p5-5p6_vr,Distance scale,No,Focus
nikon_af-p_18-55_3p5-5p6_vr,DoF scale,No,Focus
nikon_af-p_18-55_3p5-5p6_vr,Weight,205 g (0.45 lb),Physical
nikon_af-p_18-55_3p5-5p6_vr,Diameter,65 mm (2.54″),Physical
nikon_af-p_18-55_3p5-5p6_vr,Length,63 mm (2.46″),Physical
nikon_af-p_18-55_3p5-5p6_vr,Materials,Composite,Physical
nikon_af-p_18-55_3p5-5p6_vr,Sealing,No,Physical
nikon_af-p_18-55_3p5-5p6_vr,Colour,Black,Physical
nikon_af-p_18-55_3p5-5p6_vr,Zoom method,Rotary (extending),Physical
nikon_af-p_18-55_3p5-5p6_vr,Power zoom,No,Physical
nikon_af-p_18-55_3p5-5p6_vr,Zoom lock,No,Physical
nikon_af-p_18-55_3p5-5p6_vr,Filter thread,55.0 mm,Physical
nikon_af-p_18-55_3p5-5p6_vr,Hood supplied,No,Physical
nikon_af-p_18-55_3p5-5p6_vr,Hood product code,HB-N106,Physical
nikon_af-p_18-55_3p5-5p6_vr,Tripod collar,No,Physical
tokina_14-20_f2_pro_dx,Lens type,Zoom lens,Principal specifications
tokina_14-20_f2_pro_dx,Max Format size,APS-C / DX,Principal specifications
tokina_14-20_f2_pro_dx,Focal length,14–20 mm,Principal specifications
tokina_14-20_f2_pro_dx,Image stabilization,No,Principal specifications
tokina_14-20_f2_pro_dx,Lens mount,"Canon EF, Nikon F (DX)",Principal specifications
tokina_14-20_f2_pro_dx,Maximum aperture,F2,Aperture
tokina_14-20_f2_pro_dx,Minimum aperture,F22,Aperture
tokina_14-20_f2_pro_dx,Aperture ring,No,Aperture
tokina_14-20_f2_pro_dx,Number of diaphragm blades,9,Aperture
tokina_14-20_f2_pro_dx,Elements,13,Optics
tokina_14-20_f2_pro_dx,Groups,11,Optics
tokina_14-20_f2_pro_dx,Special elements / coatings,2 super low dispersion + multilayer film coating,Optics
tokina_14-20_f2_pro_dx,Minimum focus,0.28 m (11.02″),Focus
tokina_14-20_f2_pro_dx,Maximum magnification,0.12×,Focus
tokina_14-20_f2_pro_dx,Autofocus,Yes,Focus
tokina_14-20_f2_pro_dx,Full time manual,Yes,Focus
tokina_14-20_f2_pro_dx,Focus method,Internal,Focus
tokina_14-20_f2_pro_dx,Distance scale,Yes,Focus
tokina_14-20_f2_pro_dx,DoF scale,No,Focus
tokina_14-20_f2_pro_dx,Weight,725 g (1.60 lb),Physical
tokina_14-20_f2_pro_dx,Diameter,89 mm (3.5″),Physical
tokina_14-20_f2_pro_dx,Length,106 mm (4.17″),Physical
tokina_14-20_f2_pro_dx,Sealing,No,Physical
tokina_14-20_f2_pro_dx,Colour,Black,Physical
tokina_14-20_f2_pro_dx,Zoom method,Rotary (internal),Physical
tokina_14-20_f2_pro_dx,Zoom lock,No,Physical
tokina_14-20_f2_pro_dx,Filter thread,82.0 mm,Physical
tokina_14-20_f2_pro_dx,Hood supplied,Yes,Physical
tokina_14-20_f2_pro_dx,Hood product code,BH-823,Physical
tokina_14-20_f2_pro_dx,Tripod collar,No,Physical
leica_tl_35_1p4_asph,Lens type,Prime lens,Principal specifications
leica_tl_35_1p4_asph,Max Format size,APS-C / DX,Principal specifications
leica_tl_35_1p4_asph,Focal length,35 mm,Principal specifications
leica_tl_35_1p4_asph,Image stabilization,No,Principal specifications
leica_tl_35_1p4_asph,Lens mount,Leica TL,Principal specifications
leica_tl_35_1p4_asph,Maximum aperture,F1.4,Aperture
leica_tl_35_1p4_asph,Minimum aperture,F16,Aperture
leica_tl_35_1p4_asph,Aperture ring,No,Aperture
leica_tl_35_1p4_asph,Number of diaphragm blades,9,Aperture
leica_tl_35_1p4_asph,Elements,12,Optics
leica_tl_35_1p4_asph,Groups,8,Optics
leica_tl_35_1p4_asph,Special elements / coatings,Four aspherical elements,Optics
leica_tl_35_1p4_asph,Minimum focus,0.40 m (15.75″),Focus
leica_tl_35_1p4_asph,Maximum magnification,0.11×,Focus
leica_tl_35_1p4_asph,Autofocus,Yes,Focus
leica_tl_35_1p4_asph,Full time manual,Yes,Focus
leica_tl_35_1p4_asph,Focus method,Internal,Focus
leica_tl_35_1p4_asph,Distance scale,No,Focus
leica_tl_35_1p4_asph,DoF scale,No,Focus
leica_tl_35_1p4_asph,Weight,128 g (0.28 lb),Physical
leica_tl_35_1p4_asph,Diameter,70 mm (2.76″),Physical
leica_tl_35_1p4_asph,Length,77 mm (3.03″),Physical
leica_tl_35_1p4_asph,Sealing,No,Physical
leica_tl_35_1p4_asph,Colour,Black or silver,Physical
leica_tl_35_1p4_asph,Filter thread,60.0 mm,Physical
leica_tl_35_1p4_asph,Hood supplied,Yes,Physical
pentax_hd_fa645_35_3p5_al,Lens type,Prime lens,Principal specifications
pentax_hd_fa645_35_3p5_al,Max Format size,Medium Format (645),Principal specifications
pentax_hd_fa645_35_3p5_al,Focal length,35 mm,Principal specifications
pentax_hd_fa645_35_3p5_al,Image stabilization,No,Principal specifications
pentax_hd_fa645_35_3p5_al,Lens mount,Pentax 645AF2,Principal specifications
pentax_hd_fa645_35_3p5_al,Maximum aperture,F3.5,Aperture
pentax_hd_fa645_35_3p5_al,Minimum aperture,F32,Aperture
pentax_hd_fa645_35_3p5_al,Aperture ring,Yes,Aperture
pentax_hd_fa645_35_3p5_al,Number of diaphragm blades,9,Aperture
pentax_hd_fa645_35_3p5_al,Aperture notes,Rounded aperture,Aperture
pentax_hd_fa645_35_3p5_al,Elements,10,Optics
pentax_hd_fa645_35_3p5_al,Groups,7,Optics
pentax_hd_fa645_35_3p5_al,Special elements / coatings,"HRI and hybrid aspherical elements, HD and SP coatings",Optics
pentax_hd_fa645_35_3p5_al,Minimum focus,0.30 m (11.81″),Focus
pentax_hd_fa645_35_3p5_al,Maximum magnification,0.25×,Focus
pentax_hd_fa645_35_3p5_al,Autofocus,Yes,Focus
pentax_hd_fa645_35_3p5_al,Full time manual,Yes,Focus
pentax_hd_fa645_35_3p5_al,Focus method,Internal,Focus
pentax_hd_fa645_35_3p5_al,Distance scale,Yes,Focus
pentax_hd_fa645_35_3p5_al,DoF scale,No,Focus
pentax_hd_fa645_35_3p5_al,Weight,570 g (1.26 lb),Physical
pentax_hd_fa645_35_3p5_al,Diameter,88 mm (3.46″),Physical
pentax_hd_fa645_35_3p5_al,Length,90 mm (3.54″),Physical
pentax_hd_fa645_35_3p5_al,Sealing,No,Physical
pentax_hd_fa645_35_3p5_al,Filter thread,82.0 mm,Physical
pentax_hd_fa645_35_3p5_al,Hood supplied,Yes,Physical
pentax_hd_fa645_35_3p5_al,Hood product code,PH-RBE82,Physical
pentax_hd_fa645_35_3p5_al,Tripod collar,No,Physical
leica_sl_24-90_2p8-4_asph,Lens type,Zoom lens,Principal specifications
leica_sl_24-90_2p8-4_asph,Max Format size,35mm FF,Principal specifications
leica_sl_24-90_2p8-4_asph,Focal length,24–90 mm,Principal specifications
leica_sl_24-90_2p8-4_asph,Image stabilization,Yes,Principal specifications
leica_sl_24-90_2p8-4_asph,Lens mount,Leica SL,Principal specifications
leica_sl_24-90_2p8-4_asph,Maximum aperture,F2.8–4,Aperture
leica_sl_24-90_2p8-4_asph,Minimum aperture,F22,Aperture
leica_sl_24-90_2p8-4_asph,Aperture ring,No,Aperture
leica_sl_24-90_2p8-4_asph,Elements,18,Optics
leica_sl_24-90_2p8-4_asph,Groups,15,Optics
leica_sl_24-90_2p8-4_asph,Special elements / coatings,4 aspherical,Optics
leica_sl_24-90_2p8-4_asph,Minimum focus,0.30 m (11.81″),Focus
leica_sl_24-90_2p8-4_asph,Maximum magnification,0.14×,Focus
leica_sl_24-90_2p8-4_asph,Autofocus,Yes,Focus
leica_sl_24-90_2p8-4_asph,Motor type,Stepper motor,Focus
leica_sl_24-90_2p8-4_asph,Full time manual,Unknown,Focus
leica_sl_24-90_2p8-4_asph,Focus method,Internal,Focus
leica_sl_24-90_2p8-4_asph,Distance scale,No,Focus
leica_sl_24-90_2p8-4_asph,DoF scale,No,Focus
leica_sl_24-90_2p8-4_asph,Weight,1140 g (2.51 lb),Physical
leica_sl_24-90_2p8-4_asph,Diameter,88 mm (3.46″),Physical
leica_sl_24-90_2p8-4_asph,Length,138 mm (5.43″),Physical
leica_sl_24-90_2p8-4_asph,Sealing,Yes,Physical
leica_sl_24-90_2p8-4_asph,Colour,Black,Physical
leica_sl_24-90_2p8-4_asph,Zoom method,Rotary (extending),Physical
leica_sl_24-90_2p8-4_asph,Power zoom,No,Physical
leica_sl_24-90_2p8-4_asph,Zoom lock,No,Physical
leica_sl_24-90_2p8-4_asph,Filter thread,82.0 mm,Physical
leica_sl_50_1p4_asph,Lens type,Prime lens,Principal specifications
leica_sl_50_1p4_asph,Max Format size,35mm FF,Principal specifications
leica_sl_50_1p4_asph,Focal length,50 mm,Principal specifications
leica_sl_50_1p4_asph,Lens mount,Leica SL,Principal specifications
leica_sl_50_1p4_asph,Maximum aperture,F1.4,Aperture
leica_sl_50_1p4_asph,Minimum aperture,F16,Aperture
leica_sl_50_1p4_asph,Aperture ring,No,Aperture
leica_sl_50_1p4_asph,Autofocus,Yes,Focus
leica_sl_50_1p4_asph,Full time manual,Unknown,Focus
leica_sl_50_1p4_asph,Focus method,Internal,Focus
fujifilm_xf_35_2_r_wr,Lens type,Prime lens,Principal specifications
fujifilm_xf_35_2_r_wr,Max Format size,APS-C / DX,Principal specifications
fujifilm_xf_35_2_r_wr,Focal length,35 mm,Principal specifications
fujifilm_xf_35_2_r_wr,Image stabilization,No,Principal specifications
fujifilm_xf_35_2_r_wr,Lens mount,Fujifilm X,Principal specifications
fujifilm_xf_35_2_r_wr,Maximum aperture,F2,Aperture
fujifilm_xf_35_2_r_wr,Minimum aperture,F22,Aperture
fujifilm_xf_35_2_r_wr,Aperture ring,Yes,Aperture
fujifilm_xf_35_2_r_wr,Number of diaphragm blades,9,Aperture
fujifilm_xf_35_2_r_wr,Elements,9,Optics
fujifilm_xf_35_2_r_wr,Groups,6,Optics
fujifilm_xf_35_2_r_wr,Special elements / coatings,2 ED elements + Nano-GI coating,Optics
fujifilm_xf_35_2_r_wr,Minimum focus,0.30 m (11.81″),Focus
fujifilm_xf_35_2_r_wr,Autofocus,Yes,Focus
fujifilm_xf_35_2_r_wr,Motor type,Stepper motor,Focus
fujifilm_xf_35_2_r_wr,Full time manual,Unknown,Focus
fujifilm_xf_35_2_r_wr,Focus method,Internal,Focus
fujifilm_xf_35_2_r_wr,Distance scale,No,Focus
fujifilm_xf_35_2_r_wr,DoF scale,No,Focus
fujifilm_xf_35_2_r_wr,Weight,170 g (0.37 lb),Physical
fujifilm_xf_35_2_r_wr,Sealing,Yes,Physical
fujifilm_xf_35_2_r_wr,Colour,"Black, Silver",Physical
fujifilm_xf_35_2_r_wr,Filter thread,43.0 mm,Physical
fujifilm_xf_35_2_r_wr,Hood supplied,No,Physical
fujifilm_xf_35_2_r_wr,Tripod collar,No,Physical
leica_sl_90-280_2p8-4,Lens type,Zoom lens,Principal specifications
leica_sl_90-280_2p8-4,Max Format size,35mm FF,Principal specifications
leica_sl_90-280_2p8-4,Focal length,90–280 mm,Principal specifications
leica_sl_90-280_2p8-4,Image stabilization,Yes,Principal specifications
leica_sl_90-280_2p8-4,Lens mount,Leica SL,Principal specifications
leica_sl_90-280_2p8-4,Maximum aperture,F2.8–4,Aperture
leica_sl_90-280_2p8-4,Minimum aperture,F22,Aperture
leica_sl_90-280_2p8-4,Aperture ring,No,Aperture
leica_sl_90-280_2p8-4,Elements,23,Optics
leica_sl_90-280_2p8-4,Groups,7,Optics
leica_sl_90-280_2p8-4,Special elements / coatings,4 APD,Optics
leica_sl_90-280_2p8-4,Autofocus,Yes,Focus
leica_sl_90-280_2p8-4,Motor type,Stepper motor,Focus
leica_sl_90-280_2p8-4,Full time manual,Unknown,Focus
leica_sl_90-280_2p8-4,Focus method,Internal,Focus
leica_sl_90-280_2p8-4,Sealing,Yes,Physical
leica_sl_90-280_2p8-4,Zoom method,Rotary (extending),Physical
leica_sl_90-280_2p8-4,Filter thread,82.0 mm,Physical
leica_sl_90-280_2p8-4,Hood supplied,Yes,Physical
leica_sl_90-280_2p8-4,Tripod collar,Yes,Physical
canon_15-45_3p5-6p3_stm,Lens type,Zoom lens,Principal specifications
canon_15-45_3p5-6p3_stm,Max Format size,APS-C / DX,Principal specifications
canon_15-45_3p5-6p3_stm,Focal length,15–45 mm,Principal specifications
canon_15-45_3p5-6p3_stm,Image stabilization,Yes (3.5 stops),Principal specifications
canon_15-45_3p5-6p3_stm,Lens mount,Canon EF-M,Principal specifications
canon_15-45_3p5-6p3_stm,Maximum aperture,F3.5–6.3,Aperture
canon_15-45_3p5-6p3_stm,Minimum aperture,F22–40,Aperture
canon_15-45_3p5-6p3_stm,Aperture ring,No,Aperture
canon_15-45_3p5-6p3_stm,Number of diaphragm blades,7,Aperture
canon_15-45_3p5-6p3_stm,Elements,10,Optics
canon_15-45_3p5-6p3_stm,Groups,9,Optics
canon_15-45_3p5-6p3_stm,Minimum focus,0.25 m (9.84″),Focus
canon_15-45_3p5-6p3_stm,Autofocus,Yes,Focus
canon_15-45_3p5-6p3_stm,Motor type,Stepper motor,Focus
canon_15-45_3p5-6p3_stm,Full time manual,No,Focus
