lens_id,label,value,category
sony_35_1p8,Focal length,35 mm,Principal specifications
sony_35_1p8,Image stabilization,No,Principal specifications
sony_35_1p8,Lens mount,Sony/Minolta Alpha,Principal specifications
sony_35_1p8,Maximum aperture,F1.8,Aperture
sony_35_1p8,Minimum aperture,F22,Aperture
sony_35_1p8,Aperture ring,No,Aperture
sony_35_1p8,Number of diaphragm blades,9,Aperture
sony_35_1p8,Aperture notes,rounded blades,Aperture
sony_35_1p8,Elements,6,Optics
sony_35_1p8,Groups,5,Optics
sony_35_1p8,Minimum focus,0.23 m (9.06″),Focus
sony_35_1p8,Maximum magnification,0.2×,Focus
sony_35_1p8,Autofocus,Yes,Focus
sony_35_1p8,Motor type,Ultrasonic,Focus
sony_35_1p8,Full time manual,Unknown,Focus
sony_35_1p8,Focus method,Rear,Focus
sony_35_1p8,Distance scale,Yes,Focus
sony_35_1p8,DoF scale,Yes,Focus
sony_35_1p8,Weight,170 g (0.37 lb),Physical
sony_35_1p8,Diameter,70 mm (2.76″),Physical
sony_35_1p8,Length,52 mm (2.05″),Physical
sony_35_1p8,Colour,Black,Physical
sony_35_1p8,Filter thread,55.0 mm,Physical
sony_35_1p8,Filter notes,does not rotate on focus,Physical
sony_35_1p8,Hood supplied,Yes,Physical
sony_35_1p8,Tripod collar,No,Physical
sony_e_18-200_3p5-6p3,Lens type,Zoom lens,Principal specifications
sony_e_18-200_3p5-6p3,Max Format size,APS-C / DX,Principal specifications
sony_e_18-200_3p5-6p3,Focal length,18–200 mm,Principal specifications
sony_e_18-200_3p5-6p3,Image stabilization,Yes (Optical Steady Shot),Principal specifications
sony_e_18-200_3p5-6p3,Lens mount,Sony E,Principal specifications
sony_e_18-200_3p5-6p3,Maximum aperture,F3.5–6.3,Aperture
sony_e_18-200_3p5-6p3,Minimum aperture,F22–40,Aperture
sony_e_18-200_3p5-6p3,Aperture ring,No,Aperture
sony_e_18-200_3p5-6p3,Number of diaphragm blades,7,Aperture
sony_e_18-200_3p5-6p3,Aperture notes,circular aperture,Aperture
sony_e_18-200_3p5-6p3,Elements,17,Optics
sony_e_18-200_3p5-6p3,Groups,12,Optics
sony_e_18-200_3p5-6p3,Special elements / coatings,4 aspheric surfaces,Optics
sony_e_18-200_3p5-6p3,Minimum focus,0.30 m (11.81″),Focus
sony_e_18-200_3p5-6p3,Maximum magnification,0.35×,Focus
sony_e_18-200_3p5-6p3,Autofocus,Yes,Focus
sony_e_18-200_3p5-6p3,Motor type,Micromotor,Focus
sony_e_18-200_3p5-6p3,Full time manual,Yes,Focus
sony_e_18-200_3p5-6p3,Distance scale,No,Focus
sony_e_18-200_3p5-6p3,DoF scale,No,Focus
sony_e_18-200_3p5-6p3,Weight,524 g (1.16 lb),Physical
sony_e_18-200_3p5-6p3,Diameter,76 mm (2.97″),Physical
sony_e_18-200_3p5-6p3,Length,99 mm (3.9″),Physical
sony_e_18-200_3p5-6p3,Materials,"steel mount, aluminium alloy barrel",Physical
sony_e_18-200_3p5-6p3,Sealing,No,Physical
sony_e_18-200_3p5-6p3,Colour,silver,Physical
sony_e_18-200_3p5-6p3,Zoom method,Rotary (extending),Physical
sony_e_18-200_3p5-6p3,Filter thread,67.0 mm,Physical
sony_e_18-200_3p5-6p3,Filter notes,does not rotate on focusing,Physical
sony_e_18-200_3p5-6p3,Hood supplied,Yes,Physical
sony_e_18-200_3p5-6p3,Tripod collar,No,Physical
sony_e_16_2p8,Lens type,Prime lens,Principal specifications
sony_e_16_2p8,Max Format size,APS-C / DX,Principal specifications
sony_e_16_2p8,Focal length,16 mm,Principal specifications
sony_e_16_2p8,Image stabilization,No,Principal specifications
sony_e_16_2p8,Lens mount,Sony E,Principal specifications
sony_e_16_2p8,Maximum aperture,F2.8,Aperture
sony_e_16_2p8,Minimum aperture,F22,Aperture
sony_e_16_2p8,Aperture ring,No,Aperture
sony_e_16_2p8,Number of diaphragm blades,7,Aperture
sony_e_16_2p8,Aperture notes,circular,Aperture
sony_e_16_2p8,Elements,5,Optics
sony_e_16_2p8,Groups,5,Optics
sony_e_16_2p8,Special elements / coatings,1 Aspherical element,Optics
sony_e_16_2p8,Minimum focus,0.24 m (9.45″),Focus
sony_e_16_2p8,Maximum magnification,0.073×,Focus
sony_e_16_2p8,Autofocus,Yes,Focus
sony_e_16_2p8,Motor type,Micromotor,Focus
sony_e_16_2p8,Full time manual,Yes,Focus
sony_e_16_2p8,Focus method,Internal,Focus
sony_e_16_2p8,Distance scale,No,Focus
sony_e_16_2p8,DoF scale,No,Focus
sony_e_16_2p8,Weight,74 g (0.16 lb),Physical
sony_e_16_2p8,Diameter,62 mm (2.44″),Physical
sony_e_16_2p8,Length,23 mm (0.89″),Physical
sony_e_16_2p8,Materials,"steel mount, aluminium alloy barrel",Physical
sony_e_16_2p8,Colour,Silver,Physical
sony_e_16_2p8,Filter thread,49.0 mm,Physical
sony_e_16_2p8,Filter notes,does not rotate on focusing,Physical
sony_e_16_2p8,Hood supplied,No,Physical
sony_e_16_2p8,Tripod collar,No,Physical
sony_e_16_2p8,Notes,Sony E mount,Other
sony_e_18-55_3p5-5p6_oss,Lens type,Zoom lens,Principal specifications
sony_e_18-55_3p5-5p6_oss,Max Format size,APS-C / DX,Principal specifications
sony_e_18-55_3p5-5p6_oss,Focal length,18–55 mm,Principal specifications
sony_e_18-55_3p5-5p6_oss,Image stabilization,Yes (Optical Steady Shot),Principal specifications
sony_e_18-55_3p5-5p6_oss,Lens mount,Sony E,Principal specifications
sony_e_18-55_3p5-5p6_oss,Maximum aperture,F3.5–5.6,Aperture
sony_e_18-55_3p5-5p6_oss,Minimum aperture,F22–32,Aperture
sony_e_18-55_3p5-5p6_oss,Aperture ring,No,Aperture
sony_e_18-55_3p5-5p6_oss,Number of diaphragm blades,7,Aperture
sony_e_18-55_3p5-5p6_oss,Aperture notes,circular,Aperture
sony_e_18-55_3p5-5p6_oss,Elements,11,Optics
sony_e_18-55_3p5-5p6_oss,Groups,9,Optics
sony_e_18-55_3p5-5p6_oss,Special elements / coatings,4 aspheric elements,Optics
sony_e_18-55_3p5-5p6_oss,Minimum focus,0.24 m (9.45″),Focus
sony_e_18-55_3p5-5p6_oss,Maximum magnification,0.31×,Focus
sony_e_18-55_3p5-5p6_oss,Autofocus,Yes,Focus
sony_e_18-55_3p5-5p6_oss,Motor type,Stepper motor,Focus
sony_e_18-55_3p5-5p6_oss,Full time manual,Yes,Focus
sony_e_18-55_3p5-5p6_oss,Focus method,Internal,Focus
sony_e_18-55_3p5-5p6_oss,Distance scale,No,Focus
sony_e_18-55_3p5-5p6_oss,DoF scale,No,Focus
sony_e_18-55_3p5-5p6_oss,Weight,214 g (0.47 lb),Physical
sony_e_18-55_3p5-5p6_oss,Diameter,62 mm (2.44″),Physical
sony_e_18-55_3p5-5p6_oss,Length,60 mm (2.36″),Physical
sony_e_18-55_3p5-5p6_oss,Materials,"steel mount, aluminium alloy barrel",Physical
sony_e_18-55_3p5-5p6_oss,Colour,Silver; Black version available in NEX-7 kit,Physical
sony_e_18-55_3p5-5p6_oss,Zoom method,Rotary (extending),Physical
sony_e_18-55_3p5-5p6_oss,Filter thread,49.0 mm,Physical
sony_e_18-55_3p5-5p6_oss,Hood supplied,Yes,Physical
sony_e_18-55_3p5-5p6_oss,Tripod collar,No,Physical
sony_e_18-55_3p5-5p6_oss,Notes,Sony E mount,Other
nikon_200-400_4g_vrii,Lens type,Zoom lens,Principal specifications
nikon_200-400_4g_vrii,Max Format size,35mm FF,Principal specifications
nikon_200-400_4g_vrii,Focal length,200–400 mm,Principal specifications
nikon_200-400_4g_vrii,Image stabilization,Yes (vibration reduction (VR II) up to 4 stops),Principal specifications
nikon_200-400_4g_vrii,Lens mount,Nikon F (FX),Principal specifications
nikon_200-400_4g_vrii,Maximum aperture,F4,Aperture
nikon_200-400_4g_vrii,Minimum aperture,F32,Aperture
nikon_200-400_4g_vrii,Aperture ring,No,Aperture
nikon_200-400_4g_vrii,Number of diaphragm blades,9,Aperture
nikon_200-400_4g_vrii,Aperture notes,rounded blades,Aperture
nikon_200-400_4g_vrii,Elements,24,Optics
nikon_200-400_4g_vrii,Groups,17,Optics
nikon_200-400_4g_vrii,Special elements / coatings,"4 ED and some Nano Crystal Coat-deposited lens elements
1 detachable protective glass",Optics
nikon_200-400_4g_vrii,Minimum focus,2.00 m (78.74″),Focus
nikon_200-400_4g_vrii,Autofocus,Yes,Focus
nikon_200-400_4g_vrii,Motor type,Ultrasonic,Focus
nikon_200-400_4g_vrii,Full time manual,Yes,Focus
nikon_200-400_4g_vrii,Focus method,Internal,Focus
nikon_200-400_4g_vrii,Distance scale,Yes,Focus
nikon_200-400_4g_vrii,DoF scale,Yes,Focus
nikon_200-400_4g_vrii,Weight,3360 g (7.41 lb),Physical
nikon_200-400_4g_vrii,Diameter,124 mm (4.88″),Physical
nikon_200-400_4g_vrii,Length,366 mm (14.39″),Physical
nikon_200-400_4g_vrii,Materials,"Magnesium alloy barrel, metal mount",Physical
nikon_200-400_4g_vrii,Sealing,Yes,Physical
nikon_200-400_4g_vrii,Colour,Black,Physical
nikon_200-400_4g_vrii,Zoom method,Rotary (internal),Physical
nikon_200-400_4g_vrii,Filter thread,52.0 mm,Physical
nikon_200-400_4g_vrii,Hood supplied,Yes,Physical
nikon_200-400_4g_vrii,Hood product code,HK-30,Physical
nikon_200-400_4g_vrii,Tripod collar,Yes,Physical
panasonic_14-42_3p5-5p6,Lens type,Zoom lens,Principal specifications
panasonic_14-42_3p5-5p6,Max Format size,FourThirds,Principal specifications
panasonic_14-42_3p5-5p6,Focal length,14–42 mm,Principal specifications
panasonic_14-42_3p5-5p6,Image stabilization,Yes (Mega OIS),Principal specifications
panasonic_14-42_3p5-5p6,Lens mount,Micro Four Thirds,Principal specifications
panasonic_14-42_3p5-5p6,Maximum aperture,F3.5–5.6,Aperture
panasonic_14-42_3p5-5p6,Minimum aperture,F22,Aperture
panasonic_14-42_3p5-5p6,Aperture ring,No,Aperture
panasonic_14-42_3p5-5p6,Number of diaphragm blades,7,Aperture
panasonic_14-42_3p5-5p6,Aperture notes,circular aperture diaphragm,Aperture
panasonic_14-42_3p5-5p6,Elements,12,Optics
panasonic_14-42_3p5-5p6,Groups,9,Optics
panasonic_14-42_3p5-5p6,Special elements / coatings,1 aspherical element,Optics
panasonic_14-42_3p5-5p6,Minimum focus,0.30 m (11.81″),Focus
panasonic_14-42_3p5-5p6,Maximum magnification,0.16×,Focus
panasonic_14-42_3p5-5p6,Autofocus,Yes,Focus
panasonic_14-42_3p5-5p6,Motor type,Micromotor,Focus
panasonic_14-42_3p5-5p6,Full time manual,Yes,Focus
panasonic_14-42_3p5-5p6,Focus method,Internal,Focus
panasonic_14-42_3p5-5p6,Distance scale,No,Focus
panasonic_14-42_3p5-5p6,DoF scale,No,Focus
panasonic_14-42_3p5-5p6,Weight,165 g (0.36 lb),Physical
panasonic_14-42_3p5-5p6,Diameter,61 mm (2.39″),Physical
panasonic_14-42_3p5-5p6,Length,64 mm (2.5″),Physical
panasonic_14-42_3p5-5p6,Zoom method,Rotary (extending),Physical
panasonic_14-42_3p5-5p6,Filter thread,52.0 mm,Physical
panasonic_14-42_3p5-5p6,Filter notes,does not rotate on focusing,Physical
panasonic_14-42_3p5-5p6,Hood supplied,Yes,Physical
panasonic_14-42_3p5-5p6,Hood product code,H-FS014042E,Physical
panasonic_14-42_3p5-5p6,Tripod collar,No,Physical
sigma_8-16_4p5-5p6,Lens type,Zoom lens,Principal specifications
sigma_8-16_4p5-5p6,Max Format size,APS-C / DX,Principal specifications
sigma_8-16_4p5-5p6,Focal length,8–16 mm,Principal specifications
sigma_8-16_4p5-5p6,Image stabilization,No,Principal specifications
sigma_8-16_4p5-5p6,Lens mount,"Canon EF-S, Nikon F (DX), Pentax KAF3, Sigma SA Bayonet, Sony/Minolta Alpha DT",Principal specifications
sigma_8-16_4p5-5p6,Maximum aperture,F4.5–5.6,Aperture
sigma_8-16_4p5-5p6,Minimum aperture,F22,Aperture
sigma_8-16_4p5-5p6,Aperture ring,No,Aperture
sigma_8-16_4p5-5p6,Number of diaphragm blades,7,Aperture
sigma_8-16_4p5-5p6,Elements,15,Optics
sigma_8-16_4p5-5p6,Groups,11,Optics
sigma_8-16_4p5-5p6,Special elements / coatings,"Four FLD glass elements
1 SLD glass element
2 glass mold aspherical elements
1 hybrid aspherical element",Optics
sigma_8-16_4p5-5p6,Minimum focus,0.24 m (9.45″),Focus
sigma_8-16_4p5-5p6,Maximum magnification,0.13×,Focus
sigma_8-16_4p5-5p6,Autofocus,Yes,Focus
sigma_8-16_4p5-5p6,Motor type,Ring-type ultrasonic,Focus
sigma_8-16_4p5-5p6,Full time manual,Yes,Focus
sigma_8-16_4p5-5p6,Focus method,Internal,Focus
sigma_8-16_4p5-5p6,Distance scale,Yes,Focus
sigma_8-16_4p5-5p6,DoF scale,No,Focus
sigma_8-16_4p5-5p6,Weight,555 g (1.22 lb),Physical
sigma_8-16_4p5-5p6,Diameter,75 mm (2.95″),Physical
sigma_8-16_4p5-5p6,Length,106 mm (4.16″),Physical
sigma_8-16_4p5-5p6,Sealing,No,Physical
sigma_8-16_4p5-5p6,Zoom method,Rotary (internal),Physical
sigma_8-16_4p5-5p6,Power zoom,No,Physical
sigma_8-16_4p5-5p6,Filter notes,Filters cannot be attached to this lens,Physical
sigma_8-16_4p5-5p6,Hood supplied,Yes,Physical
sigma_8-16_4p5-5p6,Hood product code,Built-in,Physical
sigma_8-16_4p5-5p6,Tripod collar,No,Physical
sigma_8-16_4p5-5p6,Notes,"For Pentax mount, AF will not function with DSLR cameras that do not support HSM.",Other
sigma_17-50_2p8_os,Lens type,Zoom lens,Principal specifications
sigma_17-50_2p8_os,Max Format size,APS-C / DX,Principal specifications
sigma_17-50_2p8_os,Focal length,17–50 mm,Principal specifications
sigma_17-50_2p8_os,Image stabilization,Yes (4 stops claimed),Principal specifications
sigma_17-50_2p8_os,Lens mount,"Canon EF-S, Nikon F (DX), Pentax KAF3, Sigma SA Bayonet, Sony/Minolta Alpha DT",Principal specifications
sigma_17-50_2p8_os,Maximum aperture,F2.8,Aperture
sigma_17-50_2p8_os,Minimum aperture,F22,Aperture
sigma_17-50_2p8_os,Aperture ring,No,Aperture
sigma_17-50_2p8_os,Number of diaphragm blades,7,Aperture
sigma_17-50_2p8_os,Aperture notes,Rounded diaphragm,Aperture
sigma_17-50_2p8_os,Elements,17,Optics
sigma_17-50_2p8_os,Groups,13,Optics
sigma_17-50_2p8_os,Special elements / coatings,"2 FLD glass elements
2 glass mold elements
1 hybrid aspherical lens",Optics
sigma_17-50_2p8_os,Minimum focus,0.28 m (11.02″),Focus
sigma_17-50_2p8_os,Maximum magnification,0.2×,Focus
sigma_17-50_2p8_os,Autofocus,Yes,Focus
sigma_17-50_2p8_os,Motor type,Ultrasonic,Focus
sigma_17-50_2p8_os,Full time manual,No,Focus
sigma_17-50_2p8_os,Focus method,Internal,Focus
sigma_17-50_2p8_os,Focus notes,"For Pentax mount, AF will not function with DSLR cameras that do not support HSM",Focus
sigma_17-50_2p8_os,Distance scale,Yes,Focus
sigma_17-50_2p8_os,DoF scale,No,Focus
sigma_17-50_2p8_os,Focus distance limiter,No,Focus
sigma_17-50_2p8_os,Weight,565 g (1.25 lb),Physical
sigma_17-50_2p8_os,Diameter,84 mm (3.29″),Physical
sigma_17-50_2p8_os,Length,92 mm (3.62″),Physical
sigma_17-50_2p8_os,Materials,Metal mount,Physical
sigma_17-50_2p8_os,Sealing,No,Physical
sigma_17-50_2p8_os,Zoom method,Rotary (extending),Physical
sigma_17-50_2p8_os,Filter thread,77.0 mm,Physical
sigma_17-50_2p8_os,Filter notes,Does not rotate on focusing,Physical
sigma_17-50_2p8_os,Hood supplied,Yes,Physical
sigma_17-50_2p8_os,Tripod collar,No,Physical
sigma_50-500_4p5-6p3_os,Lens type,Zoom lens,Principal specifications
sigma_50-500_4p5-6p3_os,Max Format size,35mm FF,Principal specifications
sigma_50-500_4p5-6p3_os,Focal length,50–500 mm,Principal specifications
sigma_50-500_4p5-6p3_os,Image stabilization,Yes (4 stops claimed; normal and panning modes),Principal specifications
sigma_50-500_4p5-6p3_os,Lens mount,"Canon EF, Nikon F (FX), Pentax KAF3, Sigma SA Bayonet, Sony/Minolta Alpha",Principal specifications
sigma_50-500_4p5-6p3_os,Maximum aperture,F4.5–6.3,Aperture
sigma_50-500_4p5-6p3_os,Minimum aperture,F22–32,Aperture
sigma_50-500_4p5-6p3_os,Aperture ring,No,Aperture
sigma_50-500_4p5-6p3_os,Number of diaphragm blades,9,Aperture
sigma_50-500_4p5-6p3_os,Elements,22,Optics
sigma_50-500_4p5-6p3_os,Groups,16,Optics
sigma_50-500_4p5-6p3_os,Special elements / coatings,4 SLD glass elements,Optics
sigma_50-500_4p5-6p3_os,Minimum focus,1.80 m (70.87″),Focus
sigma_50-500_4p5-6p3_os,Maximum magnification,0.32×,Focus
sigma_50-500_4p5-6p3_os,Autofocus,Yes,Focus
sigma_50-500_4p5-6p3_os,Motor type,Ring-type ultrasonic,Focus
sigma_50-500_4p5-6p3_os,Full time manual,Yes,Focus
sigma_50-500_4p5-6p3_os,Focus method,Internal,Focus
sigma_50-500_4p5-6p3_os,Focus notes,AF will not function with Sony and Pentax cameras that do not support HSM,Focus
sigma_50-500_4p5-6p3_os,Distance scale,Yes,Focus
sigma_50-500_4p5-6p3_os,DoF scale,No,Focus
sigma_50-500_4p5-6p3_os,Weight,1970 g (4.34 lb),Physical
sigma_50-500_4p5-6p3_os,Diameter,104 mm (4.11″),Physical
sigma_50-500_4p5-6p3_os,Length,219 mm (8.62″),Physical
sigma_50-500_4p5-6p3_os,Zoom method,Rotary (extending),Physical
sigma_50-500_4p5-6p3_os,Zoom lock,Yes,Physical
sigma_50-500_4p5-6p3_os,Filter thread,95.0 mm,Physical
sigma_50-500_4p5-6p3_os,Filter notes,Includes step-down adapter allowing use of 86mm filters on APS-C cameras,Physical
sigma_50-500_4p5-6p3_os,Hood supplied,Yes,Physical
sigma_50-500_4p5-6p3_os,Tripod collar,Yes,Physical
sigma_70-200_2p8_os,Lens type,Zoom lens,Principal specifications
sigma_70-200_2p8_os,Max Format size,35mm FF,Principal specifications
sigma_70-200_2p8_os,Focal length,70–200 mm,Principal specifications
sigma_70-200_2p8_os,Image stabilization,"Yes (4 stops claimed. Dual mode, normal and panning)",Principal specifications
sigma_70-200_2p8_os,Lens mount,"Canon EF, Nikon F (FX), Pentax KAF3, Sigma SA Bayonet, Sony/Minolta Alpha",Principal specifications
sigma_70-200_2p8_os,Maximum aperture,F2.8,Aperture
sigma_70-200_2p8_os,Minimum aperture,F22,Aperture
sigma_70-200_2p8_os,Aperture ring,No,Aperture
sigma_70-200_2p8_os,Number of diaphragm blades,9,Aperture
sigma_70-200_2p8_os,Aperture notes,rounded blades,Aperture
sigma_70-200_2p8_os,Elements,22,Optics
sigma_70-200_2p8_os,Groups,17,Optics
sigma_70-200_2p8_os,Special elements / coatings,"2 FLD elements
3 SLD elements",Optics
sigma_70-200_2p8_os,Minimum focus,1.40 m (55.12″),Focus
sigma_70-200_2p8_os,Maximum magnification,0.13×,Focus
sigma_70-200_2p8_os,Autofocus,Yes,Focus
sigma_70-200_2p8_os,Motor type,Ring-type ultrasonic,Focus
sigma_70-200_2p8_os,Full time manual,Yes,Focus
sigma_70-200_2p8_os,Focus method,Internal,Focus
sigma_70-200_2p8_os,Distance scale,Yes,Focus
sigma_70-200_2p8_os,DoF scale,Yes,Focus
sigma_70-200_2p8_os,Focus distance limiter,No,Focus
sigma_70-200_2p8_os,Weight,1430 g (3.15 lb),Physical
sigma_70-200_2p8_os,Diameter,86 mm (3.4″),Physical
sigma_70-200_2p8_os,Length,197 mm (7.76″),Physical
sigma_70-200_2p8_os,Materials,metal mount,Physical
sigma_70-200_2p8_os,Sealing,No,Physical
sigma_70-200_2p8_os,Colour,Black,Physical
sigma_70-200_2p8_os,Zoom method,Rotary (internal),Physical
sigma_70-200_2p8_os,Zoom lock,No,Physical
sigma_70-200_2p8_os,Filter thread,77.0 mm,Physical
sigma_70-200_2p8_os,Filter notes,does not rotate on focus,Physical
sigma_70-200_2p8_os,Hood supplied,Yes,Physical
sigma_70-200_2p8_os,Tripod collar,Yes,Physical
sigma_85_1p4,Lens type,Prime lens,Principal specifications
sigma_85_1p4,Max Format size,35mm FF,Principal specifications
sigma_85_1p4,Focal length,85 mm,Principal specifications
sigma_85_1p4,Image stabilization,No,Principal specifications
sigma_85_1p4,Lens mount,"Canon EF, Nikon F (FX), Pentax KAF3, Sigma SA Bayonet, Sony/Minolta Alpha",Principal specifications
sigma_85_1p4,Maximum aperture,F1.4,Aperture
sigma_85_1p4,Minimum aperture,F16,Aperture
sigma_85_1p4,Aperture ring,No,Aperture
sigma_85_1p4,Number of diaphragm blades,9,Aperture
sigma_85_1p4,Aperture notes,Rounded diaphragm,Aperture
sigma_85_1p4,Elements,11,Optics
sigma_85_1p4,Groups,8,Optics
sigma_85_1p4,Special elements / coatings,"1 SLD glass element
1 glass-molded aspherical element",Optics
sigma_85_1p4,Minimum focus,0.85 m (33.46″),Focus
sigma_85_1p4,Maximum magnification,0.12×,Focus
sigma_85_1p4,Autofocus,Yes,Focus
sigma_85_1p4,Motor type,Ring-type ultrasonic,Focus
sigma_85_1p4,Full time manual,Yes,Focus
sigma_85_1p4,Focus method,Internal,Focus
sigma_85_1p4,Distance scale,Yes,Focus
sigma_85_1p4,DoF scale,Yes,Focus
sigma_85_1p4,Weight,725 g (1.60 lb),Physical
sigma_85_1p4,Diameter,86 mm (3.4″),Physical
sigma_85_1p4,Length,88 mm (3.45″),Physical
sigma_85_1p4,Materials,metal mount,Physical
sigma_85_1p4,Sealing,No,Physical
sigma_85_1p4,Filter thread,77.0 mm,Physical
sigma_85_1p4,Filter notes,Does not rotate on focusing,Physical
sigma_85_1p4,Hood supplied,Yes,Physical
sigma_85_1p4,Tripod collar,No,Physical
sigma_85_1p4,Notes,Supplied with APS-C Hood Adapter HA850-02,Other
voigtlander_90_3p5_slii,Lens type,Prime lens,Principal specifications
voigtlander_90_3p5_slii,Max Format size,35mm FF,Principal specifications
voigtlander_90_3p5_slii,Focal length,90 mm,Principal specifications
voigtlander_90_3p5_slii,Image stabilization,No,Principal specifications
voigtlander_90_3p5_slii,Lens mount,"Canon EF, Nikon F (FX), Pentax KAF",Principal specifications
voigtlander_90_3p5_slii,Maximum aperture,F3.5,Aperture
voigtlander_90_3p5_slii,Minimum aperture,F22,Aperture
voigtlander_90_3p5_slii,Aperture ring,Yes,Aperture
voigtlander_90_3p5_slii,Number of diaphragm blades,9,Aperture
voigtlander_90_3p5_slii,Elements,7,Optics
voigtlander_90_3p5_slii,Groups,5,Optics
voigtlander_90_3p5_slii,Minimum focus,0.50 m (19.69″),Focus
voigtlander_90_3p5_slii,Maximum magnification,0.29×,Focus
voigtlander_90_3p5_slii,Autofocus,No,Focus
voigtlander_90_3p5_slii,Full time manual,Unknown,Focus
voigtlander_90_3p5_slii,Distance scale,Yes,Focus
voigtlander_90_3p5_slii,DoF scale,Yes,Focus
voigtlander_90_3p5_slii,Weight,320 g (0.71 lb),Physical
voigtlander_90_3p5_slii,Diameter,63 mm (2.48″),Physical
voigtlander_90_3p5_slii,Length,52 mm (2.05″),Physical
voigtlander_90_3p5_slii,Materials,"metal barrel, metal mount",Physical
voigtlander_90_3p5_slii,Sealing,No,Physical
voigtlander_90_3p5_slii,Colour,black,Physical
voigtlander_90_3p5_slii,Filter thread,52.0 mm,Physical
voigtlander_90_3p5_slii,Hood supplied,Yes,Physical
voigtlander_90_3p5_slii,Tripod collar,No,Physical
voigtlander_90_3p5_slii,Notes,Supplied with close-up lens that reduces minimum focus to 0.32m (0.56x magnification). Pentax K mount version discontinued.,Other
nikon_16-35_4_vr,Lens type,Zoom lens,Principal specifications
nikon_16-35_4_vr,Max Format size,35mm FF,Principal specifications
nikon_16-35_4_vr,Focal length,16–35 mm,Principal specifications
nikon_16-35_4_vr,Image stabilization,Yes (vibration reduction (VR II) up to 4 stops),Principal specifications
nikon_16-35_4_vr,Lens mount,Nikon F (FX),Principal specifications
nikon_16-35_4_vr,Maximum aperture,F4,Aperture
nikon_16-35_4_vr,Minimum aperture,F22,Aperture
nikon_16-35_4_vr,Aperture ring,No,Aperture
nikon_16-35_4_vr,Number of diaphragm blades,9,Aperture
nikon_16-35_4_vr,Aperture notes,rounded blades,Aperture
nikon_16-35_4_vr,Elements,17,Optics
nikon_16-35_4_vr,Groups,12,Optics
nikon_16-35_4_vr,Special elements / coatings,"two ED glass elements, three aspherical lenses and Nano Crystal Coat",Optics
nikon_16-35_4_vr,Minimum focus,0.28 m (11.02″),Focus
nikon_16-35_4_vr,Autofocus,Yes,Focus
nikon_16-35_4_vr,Motor type,Ultrasonic,Focus
nikon_16-35_4_vr,Full time manual,Yes,Focus
nikon_16-35_4_vr,Focus method,Internal,Focus
nikon_16-35_4_vr,Distance scale,Yes,Focus
nikon_16-35_4_vr,DoF scale,Yes,Focus
nikon_16-35_4_vr,Weight,685 g (1.51 lb),Physical
nikon_16-35_4_vr,Diameter,83 mm (3.25″),Physical
nikon_16-35_4_vr,Length,125 mm (4.92″),Physical
nikon_16-35_4_vr,Materials,"Plastic barrel with magnesium alloy sub-structure, metal mount",Physical
nikon_16-35_4_vr,Sealing,Yes,Physical
nikon_16-35_4_vr,Colour,Black,Physical
nikon_16-35_4_vr,Zoom method,Rotary (internal),Physical
nikon_16-35_4_vr,Filter thread,77.0 mm,Physical
nikon_16-35_4_vr,Hood supplied,Yes,Physical
nikon_16-35_4_vr,Hood product code,HB-23,Physical
nikon_16-35_4_vr,Tripod collar,No,Physical
nikon_24_1p4g,Lens type,Prime lens,Principal specifications
nikon_24_1p4g,Max Format size,35mm FF,Principal specifications
nikon_24_1p4g,Focal length,24 mm,Principal specifications
nikon_24_1p4g,Image stabilization,No,Principal specifications
nikon_24_1p4g,Lens mount,Nikon F (FX),Principal specifications
nikon_24_1p4g,Maximum aperture,F1.4,Aperture
nikon_24_1p4g,Minimum aperture,F16,Aperture
nikon_24_1p4g,Aperture ring,No,Aperture
nikon_24_1p4g,Number of diaphragm blades,9,Aperture
nikon_24_1p4g,Aperture notes,rounded blades,Aperture
nikon_24_1p4g,Elements,12,Optics
nikon_24_1p4g,Groups,10,Optics
nikon_24_1p4g,Special elements / coatings,"two ED glass and two aspherical lens elements
Nano Crystal Coat",Optics
nikon_24_1p4g,Minimum focus,0.25 m (9.84″),Focus
nikon_24_1p4g,Autofocus,Yes,Focus
nikon_24_1p4g,Motor type,Ultrasonic,Focus
nikon_24_1p4g,Full time manual,Yes,Focus
nikon_24_1p4g,Focus method,Unit,Focus
nikon_24_1p4g,Distance scale,Yes,Focus
nikon_24_1p4g,DoF scale,Yes,Focus
nikon_24_1p4g,Weight,620 g (1.37 lb),Physical
nikon_24_1p4g,Diameter,83 mm (3.27″),Physical
nikon_24_1p4g,Length,89 mm (3.48″),Physical
nikon_24_1p4g,Materials,"Magnesium alloy barrel, metal mount",Physical
nikon_24_1p4g,Sealing,Yes,Physical
nikon_24_1p4g,Colour,Black,Physical
nikon_24_1p4g,Filter thread,77.0 mm,Physical
nikon_24_1p4g,Hood supplied,Yes,Physical
nikon_24_1p4g,Hood product code,HB-51,Physical
nikon_24_1p4g,Tripod collar,No,Physical
olympus_m_14-150_4-5p6,Lens type,Zoom lens,Principal specifications
olympus_m_14-150_4-5p6,Max Format size,FourThirds,Principal specifications
olympus_m_14-150_4-5p6,Focal length,14–150 mm,Principal specifications
olympus_m_14-150_4-5p6,Image stabilization,No,Principal specifications
olympus_m_14-150_4-5p6,Lens mount,Micro Four Thirds,Principal specifications
